"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1984-02",101.194,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1984-03",101.1276,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1984-04",101.0203,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1984-05",100.8975,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1984-06",100.8082,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1984-07",100.7571,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1984-08",100.7224,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1984-09",100.6888,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1984-10",100.6406,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1984-11",100.5894,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1984-12",100.5396,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1985-01",100.5051,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1985-02",100.4964,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1985-03",100.5211,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1985-04",100.5847,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1985-05",100.6485,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1985-06",100.7024,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1985-07",100.7286,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1985-08",100.7203,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1985-09",100.6562,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1985-10",100.535,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1985-11",100.3749,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1985-12",100.1967,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1986-01",100.0263,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1986-02",99.84609,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1986-03",99.65189,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1986-04",99.44363,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1986-05",99.23974,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1986-06",99.06023,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1986-07",98.93983,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1986-08",98.9134,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1986-09",98.99464,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1986-10",99.16207,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1986-11",99.3672,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1986-12",99.56743,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1987-01",99.75181,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1987-02",99.93564,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1987-03",100.1259,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1987-04",100.3187,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1987-05",100.5083,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1987-06",100.6788,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1987-07",100.8152,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1987-08",100.8956,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1987-09",100.9033,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1987-10",100.8758,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1987-11",100.86,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1987-12",100.8903,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1988-01",100.971,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1988-02",101.0846,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1988-03",101.227,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1988-04",101.3809,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1988-05",101.5341,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1988-06",101.6858,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1988-07",101.8255,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1988-08",101.9324,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1988-09",101.983,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1988-10",101.9591,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1988-11",101.8618,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1988-12",101.7058,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1989-01",101.4938,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1989-02",101.2693,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1989-03",101.0463,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1989-04",100.8186,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1989-05",100.595,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1989-06",100.3899,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1989-07",100.2061,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1989-08",100.0427,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1989-09",99.89182,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1989-10",99.74289,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1989-11",99.5947,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1989-12",99.43579,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1990-01",99.25558,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1990-02",99.06406,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1990-03",98.8609,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1990-04",98.65343,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1990-05",98.4602,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1990-06",98.27103,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1990-07",98.0749,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1990-08",97.87409,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1990-09",97.68608,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1990-10",97.5415,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1990-11",97.45965,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1990-12",97.45387,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1991-01",97.53746,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1991-02",97.7115,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1991-03",97.95481,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1991-04",98.23595,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1991-05",98.52237,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1991-06",98.78987,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1991-07",99.02547,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1991-08",99.21989,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1991-09",99.36814,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1991-10",99.48019,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1991-11",99.55637,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1991-12",99.61019,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1992-01",99.64428,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1992-02",99.67618,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1992-03",99.72174,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1992-04",99.7816,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1992-05",99.83888,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1992-06",99.87959,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1992-07",99.90416,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1992-08",99.92889,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1992-09",99.97174,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1992-10",100.0493,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1992-11",100.1637,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1992-12",100.3006,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1993-01",100.4343,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1993-02",100.5499,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1993-03",100.6544,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1993-04",100.762,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1993-05",100.8744,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1993-06",100.9957,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1993-07",101.1232,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1993-08",101.2533,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1993-09",101.3938,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1993-10",101.5458,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1993-11",101.6975,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1993-12",101.8435,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1994-01",101.9662,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1994-02",102.0319,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1994-03",102.0302,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1994-04",101.9803,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1994-05",101.8958,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1994-06",101.7881,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1994-07",101.6692,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1994-08",101.5356,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1994-09",101.3683,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1994-10",101.1572,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1994-11",100.9043,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1994-12",100.6201,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1995-01",100.3254,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1995-02",100.0421,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1995-03",99.78011,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1995-04",99.54914,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1995-05",99.36073,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1995-06",99.2215,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1995-07",99.13147,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1995-08",99.07394,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1995-09",99.0286,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1995-10",98.97997,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1995-11",98.93907,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1995-12",98.91474,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1996-01",98.90182,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1996-02",98.8937,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1996-03",98.88328,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1996-04",98.87082,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1996-05",98.87329,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1996-06",98.8982,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1996-07",98.94925,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1996-08",99.02276,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1996-09",99.11222,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1996-10",99.21279,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1996-11",99.30574,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1996-12",99.38343,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1997-01",99.45069,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1997-02",99.50373,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1997-03",99.55418,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1997-04",99.62689,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1997-05",99.73278,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1997-06",99.86913,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1997-07",100.0333,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1997-08",100.1972,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1997-09",100.329,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1997-10",100.413,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1997-11",100.445,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1997-12",100.4306,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1998-01",100.3846,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1998-02",100.308,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1998-03",100.2034,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1998-04",100.0703,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1998-05",99.92155,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1998-06",99.79324,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1998-07",99.71719,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1998-08",99.70853,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1998-09",99.76995,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1998-10",99.88923,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1998-11",100.038,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1998-12",100.185,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1999-01",100.299,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1999-02",100.3806,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1999-03",100.442,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1999-04",100.4965,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1999-05",100.5473,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1999-06",100.5989,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1999-07",100.639,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1999-08",100.6583,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1999-09",100.6609,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1999-10",100.6555,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1999-11",100.6458,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","1999-12",100.6125,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2000-01",100.545,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2000-02",100.4385,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2000-03",100.2835,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2000-04",100.0897,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2000-05",99.87958,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2000-06",99.68153,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2000-07",99.51591,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2000-08",99.38478,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2000-09",99.28127,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2000-10",99.18966,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2000-11",99.11113,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2000-12",99.04917,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2001-01",99.01717,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2001-02",99.0229,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2001-03",99.06877,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2001-04",99.16334,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2001-05",99.31115,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2001-06",99.49871,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2001-07",99.712,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2001-08",99.93449,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2001-09",100.15,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2001-10",100.3482,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2001-11",100.5196,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2001-12",100.6528,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2002-01",100.744,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2002-02",100.7877,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2002-03",100.7883,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2002-04",100.7434,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2002-05",100.658,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2002-06",100.5476,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2002-07",100.4285,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2002-08",100.3204,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2002-09",100.2302,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2002-10",100.1698,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2002-11",100.1253,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2002-12",100.0987,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2003-01",100.084,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2003-02",100.0599,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2003-03",100.0249,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2003-04",99.98368,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2003-05",99.94954,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2003-06",99.92123,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2003-07",99.89555,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2003-08",99.87045,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2003-09",99.84898,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2003-10",99.82558,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2003-11",99.8023,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2003-12",99.7861,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2004-01",99.78257,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2004-02",99.78676,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2004-03",99.79437,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2004-04",99.80703,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2004-05",99.8296,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2004-06",99.86215,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2004-07",99.9038,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2004-08",99.95874,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2004-09",100.0225,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2004-10",100.0906,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2004-11",100.1476,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2004-12",100.1771,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2005-01",100.1642,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2005-02",100.1152,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2005-03",100.0581,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2005-04",100.019,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2005-05",99.99064,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2005-06",99.9604,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2005-07",99.92426,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2005-08",99.89011,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2005-09",99.86935,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2005-10",99.86665,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2005-11",99.87704,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2005-12",99.89287,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2006-01",99.89754,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2006-02",99.88952,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2006-03",99.86562,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2006-04",99.83996,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2006-05",99.84447,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2006-06",99.89815,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2006-07",99.99947,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2006-08",100.1266,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2006-09",100.2611,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2006-10",100.385,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2006-11",100.4896,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2006-12",100.5655,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2007-01",100.616,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2007-02",100.6419,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2007-03",100.6448,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2007-04",100.6402,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2007-05",100.6358,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2007-06",100.6331,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2007-07",100.6374,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2007-08",100.6439,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2007-09",100.6536,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2007-10",100.6573,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2007-11",100.6416,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2007-12",100.5918,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2008-01",100.5089,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2008-02",100.4137,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2008-03",100.3321,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2008-04",100.272,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2008-05",100.208,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2008-06",100.1207,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2008-07",99.99836,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2008-08",99.83205,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2008-09",99.60487,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2008-10",99.32168,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2008-11",99.00488,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2008-12",98.70285,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2009-01",98.45193,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2009-02",98.27082,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2009-03",98.17236,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2009-04",98.17117,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2009-05",98.27415,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2009-06",98.47684,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2009-07",98.76107,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2009-08",99.09699,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2009-09",99.44736,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2009-10",99.77831,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2009-11",100.0763,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2009-12",100.331,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2010-01",100.5305,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2010-02",100.6553,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2010-03",100.7108,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2010-04",100.7165,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2010-05",100.6917,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2010-06",100.6557,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2010-07",100.62,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2010-08",100.5985,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2010-09",100.5985,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2010-10",100.6214,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2010-11",100.6449,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2010-12",100.6541,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2011-01",100.6284,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2011-02",100.5529,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2011-03",100.4292,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2011-04",100.2563,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2011-05",100.0579,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2011-06",99.86352,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2011-07",99.69546,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2011-08",99.56087,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2011-09",99.45092,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2011-10",99.3737,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2011-11",99.33833,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2011-12",99.33652,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2012-01",99.36333,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2012-02",99.41878,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2012-03",99.50212,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2012-04",99.62417,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2012-05",99.76733,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2012-06",99.89474,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2012-07",99.99306,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2012-08",100.0606,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2012-09",100.1006,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2012-10",100.1036,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2012-11",100.0753,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2012-12",100.0279,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2013-01",99.9679,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2013-02",99.91214,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2013-03",99.86833,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2013-04",99.83615,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2013-05",99.81332,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2013-06",99.80355,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2013-07",99.82188,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2013-08",99.87406,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2013-09",99.94804,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2013-10",100.0137,
"AUS","CLI","AMPLITUD","LTRENDIDX","M","2013-11",100.044,
